pos_in,pos_out,neg_in,neg_out,prune_rate_in,prune_rate_out,sign_rate_in,sign_rate_out,layer
635,83,586,108,0.92547607421875,0.25390625,0.5200655200655201,0.43455497382198954,dense1
598,89,579,93,0.92816162109375,0.2890625,0.508071367884452,0.489010989010989,dense1
552,105,564,88,0.931884765625,0.24609375,0.4946236559139785,0.5440414507772021,dense1
565,102,616,88,0.92791748046875,0.2578125,0.47840812870448773,0.5368421052631579,dense1
630,94,550,86,0.927978515625,0.296875,0.5338983050847458,0.5222222222222223,dense1
552,97,593,97,0.93011474609375,0.2421875,0.4820960698689956,0.5,dense1
618,101,548,97,0.9288330078125,0.2265625,0.5300171526586621,0.51010101010101,dense1
576,94,549,94,0.93133544921875,0.265625,0.512,0.5,dense1
566,96,581,92,0.92999267578125,0.265625,0.4934612031386225,0.5106382978723404,dense1
557,91,581,97,0.9305419921875,0.265625,0.48945518453427067,0.48404255319148937,dense1
579,90,627,101,0.9263916015625,0.25390625,0.48009950248756217,0.4712041884816754,dense1
557,92,602,87,0.92926025390625,0.30078125,0.48058671268334774,0.5139664804469274,dense1
609,106,554,89,0.92901611328125,0.23828125,0.523645743766122,0.5435897435897435,dense1
557,106,608,96,0.92889404296875,0.2109375,0.4781115879828326,0.5247524752475248,dense1
614,97,621,77,0.92462158203125,0.3203125,0.497165991902834,0.5574712643678161,dense1
602,92,590,82,0.92724609375,0.3203125,0.5050335570469798,0.5287356321839081,dense1
535,103,586,90,0.93157958984375,0.24609375,0.47725245316681536,0.533678756476684,dense1
577,97,538,94,0.93194580078125,0.25390625,0.5174887892376682,0.5078534031413613,dense1
621,83,592,102,0.92596435546875,0.27734375,0.5119538334707338,0.4486486486486487,dense1
591,93,657,99,0.923828125,0.25,0.4735576923076923,0.484375,dense1
619,82,573,98,0.92724609375,0.296875,0.5192953020134228,0.45555555555555555,dense1
593,84,602,112,0.92706298828125,0.234375,0.49623430962343096,0.42857142857142855,dense1
565,90,588,104,0.92962646484375,0.2421875,0.4900260190806591,0.4639175257731959,dense1
545,96,612,83,0.92938232421875,0.30078125,0.4710458081244598,0.5363128491620112,dense1
582,98,611,80,0.92718505859375,0.3046875,0.4878457669740151,0.550561797752809,dense1
611,90,584,92,0.92706298828125,0.2890625,0.5112970711297071,0.4945054945054945,dense1
645,85,610,103,0.92340087890625,0.265625,0.5139442231075697,0.4521276595744681,dense1
560,90,578,97,0.9305419921875,0.26953125,0.492091388400703,0.48128342245989303,dense1
570,100,631,89,0.92669677734375,0.26171875,0.4746044962531224,0.5291005291005291,dense1
